LotID,DateTime,Type,Value
Model041_LOT002,2024-12-05 19:38:46,thickness,7.011
Model041_LOT002,2024-12-05 19:38:46,temperature,17.1
Model041_LOT002,2024-12-05 19:38:46,humidity,38.1
Model041_LOT003,2025-07-16 13:16:46,thickness,5.632
Model041_LOT003,2025-07-16 13:16:46,temperature,46.7
Model041_LOT003,2025-07-16 13:16:46,humidity,76.5
Model041_LOT004,2025-08-26 08:37:46,thickness,9.796
Model041_LOT004,2025-08-26 08:37:46,temperature,26.5
Model041_LOT004,2025-08-26 08:37:46,humidity,27.9
Model041_LOT005,2024-09-10 19:05:46,thickness,7.268
Model041_LOT005,2024-09-10 19:05:46,temperature,84.7
Model041_LOT005,2024-09-10 19:05:46,humidity,29.5
Model041_LOT006,2025-05-20 21:48:46,thickness,2.035
Model041_LOT006,2025-05-20 21:48:46,temperature,27.2
Model041_LOT006,2025-05-20 21:48:46,humidity,66.6
Model041_LOT007,2024-12-09 01:33:46,thickness,7.326
Model041_LOT007,2024-12-09 01:33:46,temperature,83.2
Model041_LOT007,2024-12-09 01:33:46,humidity,44.2
Model041_LOT008,2025-01-08 03:42:46,thickness,0.775
Model041_LOT008,2025-01-08 03:42:46,temperature,16.8
Model041_LOT008,2025-01-08 03:42:46,humidity,54.1
Model041_LOT009,2025-05-25 11:32:46,thickness,0.584
Model041_LOT009,2025-05-25 11:32:46,temperature,16.6
Model041_LOT009,2025-05-25 11:32:46,humidity,44.0
Model041_LOT010,2025-03-18 01:38:46,thickness,5.968
Model041_LOT010,2025-03-18 01:38:46,temperature,52.9
Model041_LOT010,2025-03-18 01:38:46,humidity,69.3
Model041_LOT011,2025-04-05 06:06:46,thickness,5.762
Model041_LOT011,2025-04-05 06:06:46,temperature,42.1
Model041_LOT011,2025-04-05 06:06:46,humidity,20.7
Model041_LOT012,2025-05-31 07:26:46,thickness,8.215
Model041_LOT012,2025-05-31 07:26:46,temperature,39.5
Model041_LOT012,2025-05-31 07:26:46,humidity,68.9
Model041_LOT013,2025-05-11 21:01:46,thickness,9.827
Model041_LOT013,2025-05-11 21:01:46,temperature,46.2
Model041_LOT013,2025-05-11 21:01:46,humidity,53.5
Model041_LOT014,2025-06-12 21:24:46,thickness,1.165
Model041_LOT014,2025-06-12 21:24:46,temperature,26.8
Model041_LOT014,2025-06-12 21:24:46,humidity,26.3
Model041_LOT015,2024-12-03 15:58:46,thickness,5.205
Model041_LOT015,2024-12-03 15:58:46,temperature,25.6
Model041_LOT015,2024-12-03 15:58:46,humidity,20.4
Model041_LOT016,2025-01-12 04:03:46,thickness,3.094
Model041_LOT016,2025-01-12 04:03:46,temperature,76.4
Model041_LOT016,2025-01-12 04:03:46,humidity,34.6
Model041_LOT017,2025-02-28 06:56:46,thickness,1.325
Model041_LOT017,2025-02-28 06:56:46,temperature,50.9
Model041_LOT017,2025-02-28 06:56:46,humidity,42.1
Model041_LOT018,2025-01-25 02:36:46,thickness,4.998
Model041_LOT018,2025-01-25 02:36:46,temperature,78.3
Model041_LOT018,2025-01-25 02:36:46,humidity,49.1
Model041_LOT019,2025-06-08 18:20:46,thickness,3.066
Model041_LOT019,2025-06-08 18:20:46,temperature,23.1
Model041_LOT019,2025-06-08 18:20:46,humidity,27.3
Model042_LOT001,2024-11-07 00:09:46,thickness,5.581
Model042_LOT001,2024-11-07 00:09:46,temperature,47.1
Model042_LOT001,2024-11-07 00:09:46,humidity,68.9
Model042_LOT002,2025-02-05 10:14:46,thickness,5.278
Model042_LOT002,2025-02-05 10:14:46,temperature,34.8
Model042_LOT002,2025-02-05 10:14:46,humidity,25.5
Model042_LOT003,2025-08-24 09:01:46,thickness,5.049
Model042_LOT003,2025-08-24 09:01:46,temperature,24.8
Model042_LOT003,2025-08-24 09:01:46,humidity,62.4
Model042_LOT004,2024-11-28 01:33:46,thickness,1.722
Model042_LOT004,2024-11-28 01:33:46,temperature,73.1
Model042_LOT004,2024-11-28 01:33:46,humidity,60.5
Model042_LOT005,2025-08-21 23:02:46,thickness,8.014
Model042_LOT005,2025-08-21 23:02:46,temperature,32.9
Model042_LOT005,2025-08-21 23:02:46,humidity,21.3
Model042_LOT006,2024-10-06 04:49:46,thickness,6.58
Model042_LOT006,2024-10-06 04:49:46,temperature,29.5
Model042_LOT006,2024-10-06 04:49:46,humidity,90.7
Model042_LOT007,2024-08-31 03:52:46,thickness,3.633
Model042_LOT007,2024-08-31 03:52:46,temperature,60.8
Model042_LOT007,2024-08-31 03:52:46,humidity,68.6
Model042_LOT008,2024-10-31 15:31:46,thickness,6.368
Model042_LOT008,2024-10-31 15:31:46,temperature,26.2
Model042_LOT008,2024-10-31 15:31:46,humidity,81.8
Model042_LOT009,2025-05-25 03:21:46,thickness,2.077
Model042_LOT009,2025-05-25 03:21:46,temperature,39.3
Model042_LOT009,2025-05-25 03:21:46,humidity,74.8
Model042_LOT010,2025-01-14 17:09:46,thickness,9.399
Model042_LOT010,2025-01-14 17:09:46,temperature,54.0
Model042_LOT010,2025-01-14 17:09:46,humidity,28.1
Model042_LOT011,2025-06-19 13:27:46,thickness,8.766
Model042_LOT011,2025-06-19 13:27:46,temperature,67.2
Model042_LOT011,2025-06-19 13:27:46,humidity,81.3
Model042_LOT012,2025-02-11 03:52:46,thickness,4.498
Model042_LOT012,2025-02-11 03:52:46,temperature,34.0
Model042_LOT012,2025-02-11 03:52:46,humidity,46.3
Model042_LOT013,2024-10-14 04:58:46,thickness,0.991
Model042_LOT013,2024-10-14 04:58:46,temperature,57.6
Model042_LOT013,2024-10-14 04:58:46,humidity,28.1
Model043_LOT001,2025-03-03 23:55:46,thickness,1.617
Model043_LOT001,2025-03-03 23:55:46,temperature,67.1
Model043_LOT001,2025-03-03 23:55:46,humidity,54.6
Model043_LOT002,2024-10-13 05:36:46,thickness,2.632
Model043_LOT002,2024-10-13 05:36:46,temperature,61.8
Model043_LOT002,2024-10-13 05:36:46,humidity,36.7
Model043_LOT003,2025-07-31 21:48:46,thickness,7.77
Model043_LOT003,2025-07-31 21:48:46,temperature,56.3
Model043_LOT003,2025-07-31 21:48:46,humidity,26.8
Model043_LOT004,2025-03-08 05:10:46,thickness,0.935
Model043_LOT004,2025-03-08 05:10:46,temperature,34.2
Model043_LOT004,2025-03-08 05:10:46,humidity,32.3
Model043_LOT005,2024-09-09 14:51:46,thickness,3.77
Model043_LOT005,2024-09-09 14:51:46,temperature,33.6
Model043_LOT005,2024-09-09 14:51:46,humidity,33.9
Model043_LOT006,2025-07-29 00:17:46,thickness,3.564
Model043_LOT006,2025-07-29 00:17:46,temperature,76.2
Model043_LOT006,2025-07-29 00:17:46,humidity,75.8
Model043_LOT007,2025-05-23 12:56:46,thickness,1.562
Model043_LOT007,2025-05-23 12:56:46,temperature,37.3
Model043_LOT007,2025-05-23 12:56:46,humidity,70.4
Model043_LOT008,2025-01-15 05:22:46,thickness,2.136
Model043_LOT008,2025-01-15 05:22:46,temperature,62.4
Model043_LOT008,2025-01-15 05:22:46,humidity,64.2
Model043_LOT009,2024-12-26 01:22:46,thickness,8.322
Model043_LOT009,2024-12-26 01:22:46,temperature,17.1
Model043_LOT009,2024-12-26 01:22:46,humidity,64.3
Model043_LOT010,2025-03-20 16:55:46,thickness,2.185
Model043_LOT010,2025-03-20 16:55:46,temperature,61.3
Model043_LOT010,2025-03-20 16:55:46,humidity,41.2
Model043_LOT011,2025-07-01 08:07:46,thickness,2.634
Model043_LOT011,2025-07-01 08:07:46,temperature,36.3
Model043_LOT011,2025-07-01 08:07:46,humidity,94.1
Model043_LOT012,2024-09-29 15:17:46,thickness,6.278
Model043_LOT012,2024-09-29 15:17:46,temperature,77.4
Model043_LOT012,2024-09-29 15:17:46,humidity,59.4
Model043_LOT013,2025-01-31 10:44:46,thickness,9.935
Model043_LOT013,2025-01-31 10:44:46,temperature,82.8
Model043_LOT013,2025-01-31 10:44:46,humidity,56.2
Model043_LOT014,2025-08-13 17:37:46,thickness,8.373
Model043_LOT014,2025-08-13 17:37:46,temperature,59.4
Model043_LOT014,2025-08-13 17:37:46,humidity,77.5
Model043_LOT015,2024-12-21 21:09:46,thickness,9.651
Model043_LOT015,2024-12-21 21:09:46,temperature,83.2
Model043_LOT015,2024-12-21 21:09:46,humidity,35.7
Model043_LOT016,2025-02-06 21:01:46,thickness,9.773
Model043_LOT016,2025-02-06 21:01:46,temperature,54.4
Model043_LOT016,2025-02-06 21:01:46,humidity,46.0
Model044_LOT001,2024-08-31 06:21:46,thickness,4.464
Model044_LOT001,2024-08-31 06:21:46,temperature,66.2
Model044_LOT001,2024-08-31 06:21:46,humidity,35.2
Model044_LOT002,2024-10-24 22:50:46,thickness,0.75
Model044_LOT002,2024-10-24 22:50:46,temperature,46.9
Model044_LOT002,2024-10-24 22:50:46,humidity,30.5
Model044_LOT003,2025-06-10 20:45:46,thickness,1.888
Model044_LOT003,2025-06-10 20:45:46,temperature,44.6
Model044_LOT003,2025-06-10 20:45:46,humidity,54.4
Model044_LOT004,2025-02-15 05:26:46,thickness,4.843
Model044_LOT004,2025-02-15 05:26:46,temperature,30.7
Model044_LOT004,2025-02-15 05:26:46,humidity,28.2
Model044_LOT005,2024-12-18 06:16:46,thickness,8.834
Model044_LOT005,2024-12-18 06:16:46,temperature,51.5
Model044_LOT005,2024-12-18 06:16:46,humidity,61.1
Model044_LOT006,2025-06-06 08:53:46,thickness,7.448
Model044_LOT006,2025-06-06 08:53:46,temperature,15.5
Model044_LOT006,2025-06-06 08:53:46,humidity,48.2
Model044_LOT007,2024-10-30 02:21:46,thickness,4.155
Model044_LOT007,2024-10-30 02:21:46,temperature,51.3
Model044_LOT007,2024-10-30 02:21:46,humidity,84.4
Model044_LOT008,2025-08-30 22:40:46,thickness,6.334
Model044_LOT008,2025-08-30 22:40:46,temperature,71.3
Model044_LOT008,2025-08-30 22:40:46,humidity,32.4
Model044_LOT009,2025-05-18 02:14:46,thickness,0.592
Model044_LOT009,2025-05-18 02:14:46,temperature,27.3
Model044_LOT009,2025-05-18 02:14:46,humidity,92.2
Model044_LOT010,2025-04-29 07:52:46,thickness,7.002
Model044_LOT010,2025-04-29 07:52:46,temperature,42.0
Model044_LOT010,2025-04-29 07:52:46,humidity,26.2
Model044_LOT011,2025-07-24 13:21:46,thickness,9.299
Model044_LOT011,2025-07-24 13:21:46,temperature,72.8
Model044_LOT011,2025-07-24 13:21:46,humidity,41.5
Model044_LOT012,2025-02-13 16:18:46,thickness,5.786
Model044_LOT012,2025-02-13 16:18:46,temperature,17.5
Model044_LOT012,2025-02-13 16:18:46,humidity,39.3
Model044_LOT013,2025-06-17 10:41:46,thickness,0.843
Model044_LOT013,2025-06-17 10:41:46,temperature,70.4
Model044_LOT013,2025-06-17 10:41:46,humidity,31.1
Model044_LOT014,2024-10-21 13:39:46,thickness,9.029
Model044_LOT014,2024-10-21 13:39:46,temperature,56.6
Model044_LOT014,2024-10-21 13:39:46,humidity,32.0
Model044_LOT015,2025-06-05 17:33:46,thickness,8.627
Model044_LOT015,2025-06-05 17:33:46,temperature,29.0
Model044_LOT015,2025-06-05 17:33:46,humidity,31.4
Model044_LOT016,2025-08-27 02:41:46,thickness,0.304
Model044_LOT016,2025-08-27 02:41:46,temperature,55.6
Model044_LOT016,2025-08-27 02:41:46,humidity,45.3
Model044_LOT017,2025-01-23 14:41:46,thickness,6.764
Model044_LOT017,2025-01-23 14:41:46,temperature,25.1
Model044_LOT017,2025-01-23 14:41:46,humidity,55.3
Model044_LOT018,2024-10-24 11:11:46,thickness,3.756
Model044_LOT018,2024-10-24 11:11:46,temperature,71.9
Model044_LOT018,2024-10-24 11:11:46,humidity,51.5
Model044_LOT019,2025-03-18 17:04:46,thickness,0.592
Model044_LOT019,2025-03-18 17:04:46,temperature,78.2
Model044_LOT019,2025-03-18 17:04:46,humidity,85.4
Model045_LOT001,2024-10-07 02:31:46,thickness,9.832
Model045_LOT001,2024-10-07 02:31:46,temperature,26.1
Model045_LOT001,2024-10-07 02:31:46,humidity,74.5
Model045_LOT002,2024-12-04 15:54:46,thickness,3.714
Model045_LOT002,2024-12-04 15:54:46,temperature,18.4
Model045_LOT002,2024-12-04 15:54:46,humidity,75.5
Model045_LOT003,2024-11-17 12:32:46,thickness,6.979
Model045_LOT003,2024-11-17 12:32:46,temperature,56.0
Model045_LOT003,2024-11-17 12:32:46,humidity,77.0
Model045_LOT004,2024-09-27 19:41:46,thickness,4.089
Model045_LOT004,2024-09-27 19:41:46,temperature,80.4
Model045_LOT004,2024-09-27 19:41:46,humidity,27.2
Model045_LOT005,2025-07-06 10:17:46,thickness,3.719
Model045_LOT005,2025-07-06 10:17:46,temperature,35.1
Model045_LOT005,2025-07-06 10:17:46,humidity,90.3
Model045_LOT006,2024-12-18 22:52:46,thickness,2.953
Model045_LOT006,2024-12-18 22:52:46,temperature,77.8
Model045_LOT006,2024-12-18 22:52:46,humidity,44.1
Model045_LOT007,2025-01-21 09:10:46,thickness,3.288
Model045_LOT007,2025-01-21 09:10:46,temperature,43.8
Model045_LOT007,2025-01-21 09:10:46,humidity,54.2
Model045_LOT008,2025-01-27 00:13:46,thickness,3.079
Model045_LOT008,2025-01-27 00:13:46,temperature,15.7
Model045_LOT008,2025-01-27 00:13:46,humidity,75.8
Model045_LOT009,2025-03-07 17:34:46,thickness,2.918
Model045_LOT009,2025-03-07 17:34:46,temperature,48.7
Model045_LOT009,2025-03-07 17:34:46,humidity,32.9
Model045_LOT010,2025-08-04 01:38:46,thickness,7.517
Model045_LOT010,2025-08-04 01:38:46,temperature,23.6
Model045_LOT010,2025-08-04 01:38:46,humidity,56.6
Model045_LOT011,2025-01-24 20:59:46,thickness,1.661
Model045_LOT011,2025-01-24 20:59:46,temperature,41.2
Model045_LOT011,2025-01-24 20:59:46,humidity,56.1
Model045_LOT012,2025-03-27 16:29:46,thickness,3.638
Model045_LOT012,2025-03-27 16:29:46,temperature,18.9
Model045_LOT012,2025-03-27 16:29:46,humidity,78.4
Model045_LOT013,2024-12-22 15:56:46,thickness,7.764
Model045_LOT013,2024-12-22 15:56:46,temperature,82.7
Model045_LOT013,2024-12-22 15:56:46,humidity,91.3
Model045_LOT014,2024-09-29 01:10:46,thickness,1.111
Model045_LOT014,2024-09-29 01:10:46,temperature,50.1
Model045_LOT014,2024-09-29 01:10:46,humidity,75.9
Model045_LOT015,2025-04-14 16:41:46,thickness,7.903
Model045_LOT015,2025-04-14 16:41:46,temperature,19.6
Model045_LOT015,2025-04-14 16:41:46,humidity,36.6
Model046_LOT001,2025-06-24 02:50:46,thickness,4.9
Model046_LOT001,2025-06-24 02:50:46,temperature,69.0
Model046_LOT001,2025-06-24 02:50:46,humidity,53.6
Model046_LOT002,2025-06-10 16:49:46,thickness,8.899
Model046_LOT002,2025-06-10 16:49:46,temperature,68.0
Model046_LOT002,2025-06-10 16:49:46,humidity,71.2
Model046_LOT003,2025-01-28 08:19:46,thickness,1.684
Model046_LOT003,2025-01-28 08:19:46,temperature,23.5
Model046_LOT003,2025-01-28 08:19:46,humidity,57.4
Model046_LOT004,2025-05-17 11:29:46,thickness,0.825
Model046_LOT004,2025-05-17 11:29:46,temperature,30.9
Model046_LOT004,2025-05-17 11:29:46,humidity,91.6
Model046_LOT005,2024-11-04 09:48:46,thickness,9.179
Model046_LOT005,2024-11-04 09:48:46,temperature,79.9
Model046_LOT005,2024-11-04 09:48:46,humidity,40.3
Model046_LOT006,2024-09-30 15:45:46,thickness,2.033
Model046_LOT006,2024-09-30 15:45:46,temperature,77.6
Model046_LOT006,2024-09-30 15:45:46,humidity,59.3
Model046_LOT007,2024-10-10 16:44:46,thickness,9.946
Model046_LOT007,2024-10-10 16:44:46,temperature,79.1
Model046_LOT007,2024-10-10 16:44:46,humidity,47.0
Model046_LOT008,2024-10-04 10:18:46,thickness,5.686
Model046_LOT008,2024-10-04 10:18:46,temperature,38.0
Model046_LOT008,2024-10-04 10:18:46,humidity,73.4
Model046_LOT009,2025-05-31 19:22:46,thickness,4.081
Model046_LOT009,2025-05-31 19:22:46,temperature,32.0
Model046_LOT009,2025-05-31 19:22:46,humidity,20.8
Model046_LOT010,2024-11-09 14:17:46,thickness,5.292
Model046_LOT010,2024-11-09 14:17:46,temperature,82.1
Model046_LOT010,2024-11-09 14:17:46,humidity,63.3
Model046_LOT011,2024-12-22 09:07:46,thickness,6.191
Model046_LOT011,2024-12-22 09:07:46,temperature,24.5
Model046_LOT011,2024-12-22 09:07:46,humidity,93.8
Model046_LOT012,2024-12-30 16:14:46,thickness,1.061
Model046_LOT012,2024-12-30 16:14:46,temperature,22.0
Model046_LOT012,2024-12-30 16:14:46,humidity,72.1
Model046_LOT013,2025-04-08 20:12:46,thickness,1.527
Model046_LOT013,2025-04-08 20:12:46,temperature,47.2
Model046_LOT013,2025-04-08 20:12:46,humidity,67.8
Model046_LOT014,2025-07-04 11:02:46,thickness,6.121
Model046_LOT014,2025-07-04 11:02:46,temperature,16.6
Model046_LOT014,2025-07-04 11:02:46,humidity,39.5
Model047_LOT001,2024-10-24 17:04:46,thickness,1.877
Model047_LOT001,2024-10-24 17:04:46,temperature,46.8
Model047_LOT001,2024-10-24 17:04:46,humidity,28.5
Model047_LOT002,2025-02-20 18:40:46,thickness,2.98
Model047_LOT002,2025-02-20 18:40:46,temperature,78.8
Model047_LOT002,2025-02-20 18:40:46,humidity,29.2
Model047_LOT003,2024-12-04 19:02:46,thickness,6.716
Model047_LOT003,2024-12-04 19:02:46,temperature,46.4
Model047_LOT003,2024-12-04 19:02:46,humidity,83.7
Model047_LOT004,2025-08-20 17:11:46,thickness,6.549
Model047_LOT004,2025-08-20 17:11:46,temperature,25.2
Model047_LOT004,2025-08-20 17:11:46,humidity,40.4
Model047_LOT005,2025-03-24 20:30:46,thickness,5.394
Model047_LOT005,2025-03-24 20:30:46,temperature,80.7
Model047_LOT005,2025-03-24 20:30:46,humidity,91.6
Model047_LOT006,2024-10-12 15:59:46,thickness,5.216
Model047_LOT006,2024-10-12 15:59:46,temperature,26.1
Model047_LOT006,2024-10-12 15:59:46,humidity,82.7
Model047_LOT007,2025-07-13 20:07:46,thickness,9.929
Model047_LOT007,2025-07-13 20:07:46,temperature,23.9
Model047_LOT007,2025-07-13 20:07:46,humidity,32.1
Model047_LOT008,2024-11-08 03:10:46,thickness,8.35
Model047_LOT008,2024-11-08 03:10:46,temperature,35.0
Model047_LOT008,2024-11-08 03:10:46,humidity,80.9
Model048_LOT001,2025-07-16 17:09:46,thickness,6.509
Model048_LOT001,2025-07-16 17:09:46,temperature,20.6
Model048_LOT001,2025-07-16 17:09:46,humidity,42.7
Model048_LOT002,2025-04-24 19:58:46,thickness,1.379
Model048_LOT002,2025-04-24 19:58:46,temperature,50.0
Model048_LOT002,2025-04-24 19:58:46,humidity,57.0
Model048_LOT003,2025-01-01 04:54:46,thickness,6.24
Model048_LOT003,2025-01-01 04:54:46,temperature,47.3
Model048_LOT003,2025-01-01 04:54:46,humidity,70.3
Model048_LOT004,2025-03-30 23:24:46,thickness,3.009
Model048_LOT004,2025-03-30 23:24:46,temperature,26.5
Model048_LOT004,2025-03-30 23:24:46,humidity,52.3
Model048_LOT005,2025-01-03 04:12:46,thickness,8.382
Model048_LOT005,2025-01-03 04:12:46,temperature,61.5
Model048_LOT005,2025-01-03 04:12:46,humidity,90.9
Model048_LOT006,2025-07-03 20:39:46,thickness,6.0
Model048_LOT006,2025-07-03 20:39:46,temperature,78.5
Model048_LOT006,2025-07-03 20:39:46,humidity,40.5
Model048_LOT007,2025-02-05 07:10:46,thickness,8.877
Model048_LOT007,2025-02-05 07:10:46,temperature,15.8
Model048_LOT007,2025-02-05 07:10:46,humidity,28.2
Model048_LOT008,2025-04-22 19:04:46,thickness,0.791
Model048_LOT008,2025-04-22 19:04:46,temperature,28.1
Model048_LOT008,2025-04-22 19:04:46,humidity,79.0
Model048_LOT009,2024-11-04 18:14:46,thickness,7.187
Model048_LOT009,2024-11-04 18:14:46,temperature,56.6
Model048_LOT009,2024-11-04 18:14:46,humidity,46.8
Model048_LOT010,2025-05-30 14:50:46,thickness,6.697
Model048_LOT010,2025-05-30 14:50:46,temperature,82.6
Model048_LOT010,2025-05-30 14:50:46,humidity,92.7
Model048_LOT011,2025-07-01 17:39:46,thickness,5.059
Model048_LOT011,2025-07-01 17:39:46,temperature,67.3
Model048_LOT011,2025-07-01 17:39:46,humidity,71.5
Model048_LOT012,2024-09-04 16:31:46,thickness,0.85
Model048_LOT012,2024-09-04 16:31:46,temperature,81.5
Model048_LOT012,2024-09-04 16:31:46,humidity,75.2
Model048_LOT013,2025-06-21 03:17:46,thickness,2.687
Model048_LOT013,2025-06-21 03:17:46,temperature,46.2
Model048_LOT013,2025-06-21 03:17:46,humidity,62.1
Model048_LOT014,2024-09-02 02:18:46,thickness,8.099
Model048_LOT014,2024-09-02 02:18:46,temperature,40.6
Model048_LOT014,2024-09-02 02:18:46,humidity,54.2
Model048_LOT015,2024-11-17 18:05:46,thickness,2.612
Model048_LOT015,2024-11-17 18:05:46,temperature,47.5
Model048_LOT015,2024-11-17 18:05:46,humidity,56.7
Model048_LOT016,2025-03-24 04:27:46,thickness,3.261
Model048_LOT016,2025-03-24 04:27:46,temperature,44.1
Model048_LOT016,2025-03-24 04:27:46,humidity,44.1
Model048_LOT017,2025-08-25 02:49:46,thickness,3.437
Model048_LOT017,2025-08-25 02:49:46,temperature,26.5
Model048_LOT017,2025-08-25 02:49:46,humidity,43.2
Model049_LOT001,2024-09-23 00:33:46,thickness,5.271
Model049_LOT001,2024-09-23 00:33:46,temperature,30.2
Model049_LOT001,2024-09-23 00:33:46,humidity,39.7
Model049_LOT002,2024-09-09 13:03:46,thickness,1.687
Model049_LOT002,2024-09-09 13:03:46,temperature,43.3
Model049_LOT002,2024-09-09 13:03:46,humidity,54.4
Model049_LOT003,2025-06-07 00:42:46,thickness,4.37
Model049_LOT003,2025-02-20 15:34:46,temperature,56.8
Model049_LOT003,2025-02-20 15:34:46,humidity,91.6
Model049_LOT004,2025-08-25 19:02:46,thickness,3.082
Model049_LOT004,2025-08-25 19:02:46,temperature,24.4
Model049_LOT004,2025-08-25 19:02:46,humidity,82.1
Model049_LOT005,2025-05-26 05:17:46,thickness,5.661
Model049_LOT005,2025-05-26 05:17:46,temperature,42.3
Model049_LOT005,2025-05-26 05:17:46,humidity,26.5
Model049_LOT006,2025-08-16 00:33:46,thickness,4.009
Model049_LOT006,2025-08-16 00:33:46,temperature,72.6
Model049_LOT006,2025-08-16 00:33:46,humidity,31.6
Model049_LOT007,2025-08-10 06:07:46,thickness,3.324
Model049_LOT007,2025-08-10 06:07:46,temperature,58.0
Model049_LOT007,2025-08-10 06:07:46,humidity,51.9
Model049_LOT008,2025-07-15 08:44:46,thickness,7.823
Model049_LOT008,2025-07-15 08:44:46,temperature,77.5
Model049_LOT008,2025-07-15 08:44:46,humidity,52.7
Model049_LOT009,2025-07-07 12:38:46,thickness,0.987
Model049_LOT009,2025-07-07 12:38:46,temperature,17.9
Model049_LOT009,2025-07-07 12:38:46,humidity,48.5
Model049_LOT010,2025-04-11 16:46:46,thickness,7.525
Model049_LOT010,2025-04-11 16:46:46,temperature,77.9
Model049_LOT010,2025-04-11 16:46:46,humidity,63.6
Model049_LOT011,2024-10-04 04:55:46,thickness,8.82
Model049_LOT011,2024-10-04 04:55:46,temperature,79.3
Model049_LOT011,2024-10-04 04:55:46,humidity,36.7
Model049_LOT012,2025-02-15 11:39:46,thickness,6.811
Model049_LOT012,2025-02-15 11:39:46,temperature,26.1
Model049_LOT012,2025-02-15 11:39:46,humidity,50.4
Model050_LOT001,2025-06-15 00:06:46,thickness,5.382
Model050_LOT001,2025-06-15 00:06:46,temperature,82.1
Model050_LOT001,2025-06-15 00:06:46,humidity,32.1
Model050_LOT002,2024-10-13 23:00:46,thickness,7.033
Model050_LOT002,2024-10-13 23:00:46,temperature,58.1
Model050_LOT002,2024-10-13 23:00:46,humidity,79.7
Model050_LOT003,2025-02-11 05:55:46,thickness,7.893
Model050_LOT003,2025-02-11 05:55:46,temperature,79.2
Model050_LOT003,2025-02-11 05:55:46,humidity,40.9
Model050_LOT004,2025-04-30 22:36:46,thickness,6.17
Model050_LOT004,2025-04-30 22:36:46,temperature,27.9
Model050_LOT004,2025-04-30 22:36:46,humidity,82.7
Model050_LOT005,2025-02-07 18:43:46,thickness,5.277
Model050_LOT005,2025-02-07 18:43:46,temperature,56.9
Model050_LOT005,2025-02-07 18:43:46,humidity,50.1
Model050_LOT006,2025-07-19 00:27:46,thickness,7.537
Model050_LOT006,2025-07-19 00:27:46,temperature,27.7
Model050_LOT006,2025-07-19 00:27:46,humidity,78.7
Model050_LOT007,2025-03-07 10:36:46,thickness,0.962
Model050_LOT007,2025-03-07 10:36:46,temperature,31.9
Model050_LOT007,2025-03-07 10:36:46,humidity,94.3
Model050_LOT008,2025-03-13 07:03:46,thickness,3.311
Model050_LOT008,2025-03-13 07:03:46,temperature,43.9
Model050_LOT008,2025-03-13 07:03:46,humidity,35.1
Model050_LOT009,2024-11-06 02:34:46,thickness,0.178
Model050_LOT009,2024-11-06 02:34:46,temperature,57.8
Model050_LOT009,2024-11-06 02:34:46,humidity,25.6
Model050_LOT010,2024-11-15 18:26:46,thickness,3.188
Model050_LOT010,2024-11-15 18:26:46,temperature,40.6
Model050_LOT010,2024-11-15 18:26:46,humidity,84.9
Model050_LOT011,2024-11-22 16:30:46,thickness,1.745
Model050_LOT011,2024-11-22 16:30:46,temperature,24.1
Model050_LOT011,2024-11-22 16:30:46,humidity,35.1
Model050_LOT012,2025-04-13 05:42:46,thickness,2.72
Model050_LOT012,2025-04-13 05:42:46,temperature,55.3
Model050_LOT012,2025-04-13 05:42:46,humidity,23.5
Model050_LOT013,2025-03-15 04:43:46,thickness,7.745
Model050_LOT013,2025-03-15 04:43:46,temperature,56.3
Model050_LOT013,2025-03-15 04:43:46,humidity,37.8
Model050_LOT014,2025-03-21 15:47:46,thickness,2.296
Model050_LOT014,2025-03-21 15:47:46,temperature,15.2
Model050_LOT014,2025-03-21 15:47:46,humidity,67.4
Model050_LOT015,2025-05-30 21:14:46,thickness,3.723
Model050_LOT015,2025-05-30 21:14:46,temperature,49.2
Model050_LOT015,2025-05-30 21:14:46,humidity,43.5
Model050_LOT016,2025-03-20 16:08:46,thickness,2.785
Model050_LOT016,2025-03-20 16:08:46,temperature,49.0
Model050_LOT016,2025-03-20 16:08:46,humidity,27.3
Model050_LOT017,2025-03-01 10:29:46,thickness,0.792
Model050_LOT017,2025-03-01 10:29:46,temperature,37.2
Model050_LOT017,2025-03-01 10:29:46,humidity,42.6
Model050_LOT018,2024-12-14 14:40:46,thickness,3.647
Model050_LOT018,2024-12-14 14:40:46,temperature,25.7
Model050_LOT018,2024-12-14 14:40:46,humidity,70.7
Model050_LOT019,2025-03-24 19:45:46,thickness,7.422
Model050_LOT019,2025-03-24 19:45:46,temperature,49.6
Model050_LOT019,2025-03-24 19:45:46,humidity,46.6
Model050_LOT020,2024-12-15 16:59:46,thickness,5.043
Model050_LOT020,2024-12-15 16:59:46,temperature,47.9
Model050_LOT020,2024-12-15 16:59:46,humidity,43.9
Model050_LOT021,2025-01-13 07:22:46,thickness,0.519
Model050_LOT021,2025-01-13 07:22:46,temperature,80.2
Model050_LOT021,2025-01-13 07:22:46,humidity,89.6
Model050_LOT022,2025-02-02 04:56:46,thickness,3.18
Model050_LOT022,2025-02-02 04:56:46,temperature,21.1
Model050_LOT022,2025-02-02 04:56:46,humidity,78.0
Model050_LOT023,2025-03-20 03:46:46,thickness,6.149
Model050_LOT023,2025-03-20 03:46:46,temperature,36.6
Model050_LOT023,2025-03-20 03:46:46,humidity,26.9
Model050_LOT024,2024-12-20 10:39:46,thickness,8.692
